title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
pesobreiro/algo-autoresearch-paper: algo-autoresearch-paper v1.0.2,Pedro Sobreiro,2026-07-03,2026-07-07,maybe,45,web-research,openalex,https://github.com/pesobreiro/algo-autoresearch-paper/tree/v1.0.1,10.5281/zenodo.21177567,,2026,day,openalex,medium,2026-07-03,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-06,2026-07-07 10:10:46
SwarmResearch: Orchestrating Coding Agents for Open-Ended Discovery,"Yuvraj Virk, Zack Edds, Chunqiu Steven Xia, Lingming Zhang",2026-07-02,2026-07-07,maybe,51,web-research,arxiv,https://arxiv.org/abs/2607.02807v1,,2607.02807,2026,day,arxiv,high,2026-07-02,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,2026-07-02,2026-07-02,2026-07-07 10:10:36
evo: an autoresearch orchestrator for codebases,"Bishoyi, Alok Kumar",2026-07-01,2026-07-07,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.21105578,10.5281/zenodo.21105578,,2026,day,openalex,medium,2026-07-01,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-07-02,2026-07-07 10:10:46
Calibrating the Instrument: Controllability of an LLM-Driven Synthetic Population,Mirko Degli Esposti,2026-07-01,2026-07-07,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2607.00910,,2607.00910,2026,day,openalex,medium,2026-07-01,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-05,2026-07-07 10:11:45
Next-Generation Agentic Reinforcement Learning Systems Enable Self-Evolving Agents,"Ran Yan, Wei Fu, Jiale Li, S Xu, Zhiyu Mei, Gao, Jiarui Zhang, Wentai Zhang, Hao Dai, Xujie Shen, Chuyi He, Zhen Pu, Jun Mei, Zhiyao Lin, Haitao Wang, Zhiqiang Ding, Jiawei Zhang, Huaijie Wang, Ruida Xu, Honghua Dong, Youhe Jiang, Yi Wu, Tongkai Yang, Binhang Yuan",2026-07-01,2026-07-07,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2607.01120,,2607.01120,2026,day,openalex,medium,2026-07-01,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-06,2026-07-07 10:11:00
AI-Assisted Discovery of Convex Relaxations via Dual Agents,"Sungyoon Kim, Mert Pilancı",2026-06-30,2026-07-01,maybe,51,web-research,openalex; arxiv,https://doi.org/10.48550/arxiv.2606.31182,10.48550/arxiv.2606.31182,2606.31182,2026,day,openalex,medium,2026-06-30,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-07-03,2026-07-01 10:29:09
AI-Research-Paper-Agent: A Retrieval-Augmented Generation Tool for Academic Literature Review,Awais Ur Rehman,2026-06-30,2026-07-06,maybe,45,research-adjacent,openalex,https://doi.org/10.5281/zenodo.21080396,10.5281/zenodo.21080396,,2026,day,openalex,medium,2026-06-30,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-07-01,2026-07-06 11:15:57
A template/ approach to Reproducible Generative Research,Daniel Ari Friedman,2026-06-27,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.20419007,10.5281/zenodo.20419007,,2026,day,openalex,medium,2026-06-27,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-28,2026-06-29 05:17:59
"Deterministic, Model-Independent Grounding-Integrity Mechanisms for Retrieval-Augmented and Agentic Language-Model Systems.",Roberto Wenzel,2026-06-27,2026-06-29,maybe,45,research-adjacent,openalex,https://doi.org/10.5281/zenodo.20951506,10.5281/zenodo.20951506,,2026,day,openalex,medium,2026-06-27,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-28,2026-06-29 05:17:32
Improving core facility service discovery with an AI assistant grounded in institutional web content.,"Eviatar Weizman, Dan Ben-Avraham, R. Fluhr",2026-06-27,2026-06-29,maybe,45,research-adjacent,openalex; semantic_scholar,https://www.semanticscholar.org/paper/5071129d4d38d0f5ff63a54f244368046ea2cbfd,10.7171/001c.162898,,2026,day,openalex,medium,2026-06-27,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-28,2026-06-29 05:17:05
"Reproducibility Scripts for ""The Naive–Power Law Blend as a Robust Baseline for Bitcoin Price Forecasting""",Carlos Baquero,2026-06-26,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.19556624,10.5281/zenodo.19556624,,2026,day,openalex,medium,2026-06-26,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-27,2026-06-29 05:17:59
The Naive–Power Law Blend as a Robust Baseline for Bitcoin Price Forecasting,"Carlos Baquero, Daniel Tinoco",2026-06-26,2026-06-29,maybe,45,web-research,openalex,https://doi.org/10.5281/zenodo.19558173,10.5281/zenodo.19558173,,2026,day,openalex,medium,2026-06-26,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-27,2026-06-29 05:17:59
"augchan42/king-wen-agi-framework: v2.2.0: Corrected references, added figures, fixed attribution","George Kour, Augustin Chan, T. E. Kalaycı, dan mackinlay, Danny Garside, Delip Rao, Denny Vrandečić, Erkin Alp Güney, Felix Döppel, Geyang Wang, Gorka Kobeaga, Rohit Goswami, João Paulo Taylor Ienczak Zanette, Justin Shenk, Justin Williams, mloecher, Raphael Engesser",2026-06-25,2026-06-29,maybe,51,web-research,openalex,https://github.com/augchan42/king-wen-agi-framework/tree/v2.2.0,10.5281/zenodo.20838773,,2026,day,openalex,medium,2026-06-25,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-28,2026-06-29 05:17:59
Agents That Know Too Much: A Data-Centric Survey of Privacy in LLM Agents,"Nada Lahjouji, Ashwin Gerard Colaco",2026-06-25,2026-06-29,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2606.26627,10.48550/arxiv.2606.26627,2606.26627,2026,day,openalex,medium,2026-06-25,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-28,2026-06-29 05:17:43
Juicing Is All You Need: Why AI Scientists Are Irreplaceable as the Supreme Fruit Processors of Humanity,P S Chen,2026-06-25,2026-06-29,maybe,35,research-adjacent; ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.20840963,10.5281/zenodo.20840963,,2026,day,openalex,medium,2026-06-25,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.3500,False,False,,2026-06-28,2026-06-29 05:17:00
Aligning LLM agents with human learning and adjustment behavior: A dual agent approach,"Tianming Liu, Jirong Yang, Yafeng Yin, M. H. Li, Linghao Wang, Zheng Zhu",2026-06-24,2026-06-29,maybe,45,research-adjacent,openalex; arxiv,https://doi.org/10.1016/j.trc.2026.105818,10.1016/j.trc.2026.105818,2511.00993,2026,day,openalex,medium,2026-06-24,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-25,2026-06-29 05:17:37
Divergence-Driven Navigation in Agent Identity: A Zero-Cost Semantic State Architecture,Djair Guilherme da Silva Junior,2026-06-24,2026-06-29,maybe,45,research-adjacent,openalex,https://doi.org/10.5281/zenodo.20837420,10.5281/zenodo.20837420,,2026,day,openalex,medium,2026-06-24,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-25,2026-06-29 05:18:14
Mapping Methodological Paradigms in LLM and Generative AI Applications to Macroeconomic Research (2023–2026): A Systematic Review with Hybrid Multi-LLM Workflow and Multiple Correspondence Analysis,Manuel Chau,2026-06-24,2026-06-29,maybe,45,research-adjacent,openalex,https://doi.org/10.17605/osf.io/7dvcp,10.17605/osf.io/7dvcp,,2026,day,openalex,medium,2026-06-24,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-28,2026-06-29 05:17:43
LLM-Driven Evolutionary Program Search: From FunSearch to Automated Scientific Discovery,Jiale Mao,2026-06-23,2026-06-29,maybe,55,research-adjacent; scientific-discovery; ai-scientist; deep-research-agents,openalex,https://doi.org/10.54254/2755-2721/2026.34758,10.54254/2755-2721/2026.34758,,2026,day,openalex,medium,2026-06-23,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5500,False,False,,2026-06-25,2026-06-29 05:17:11
Poisoned Playbooks: Demystifying Knowledge Poisoning Effects on AI Security Agents,"Juho Park, Hyunmin Choi, Kevin Nam",2026-06-23,2026-06-29,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2606.24402,,2606.24402,2026,day,openalex,medium,2026-06-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-26,2026-06-29 05:18:09
The Agentic AI Army That Never Was: Projecting LLM Swarm Narratives with ‘Noisy’ LLM Sock Puppets and Whaley’s Theory of Outs,"Tim Pappa, Christopher Williams",2026-06-23,2026-06-29,maybe,45,research-adjacent,openalex,https://doi.org/10.1609/aaaiss.v9i1.42944,10.1609/aaaiss.v9i1.42944,,2026,day,openalex,medium,2026-06-23,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-27,2026-06-29 05:18:32
Agentic Artificial Intelligence for Hospital Readmission Review: A Single-Center Blinded Evaluation and Exploratory Qualitative Analysis,"Michael F. Gensheimer, Rishav Adhikari, Caitlin Parmer, Nancy Liu, Stephen Ma, Lisa Shieh",2026-06-22,2026-06-29,maybe,55,research-adjacent; evidence-grounding; citation-grounding; deep-research-agents,openalex,https://doi.org/10.64898/2026.06.17.26355917,10.64898/2026.06.17.26355917,,2026,day,openalex,medium,2026-06-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5500,False,False,,2026-06-25,2026-06-29 05:17:32
Before AutoResearch: Making the World Development Indicators Legible,Peter Bell,2026-06-22,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.20791381,10.5281/zenodo.20791381,,2026,day,openalex,medium,2026-06-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-23,2026-06-29 05:17:59
Before the Dataset: Catalog Legibility and AI-Assisted Public Data Science,Peter Bell,2026-06-22,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.20789913,10.5281/zenodo.20789913,,2026,day,openalex,medium,2026-06-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-23,2026-06-29 05:17:59
Data-Visible Macro Profiles,Peter Bell,2026-06-22,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.20806324,10.5281/zenodo.20806324,,2026,day,openalex,medium,2026-06-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-24,2026-06-29 05:17:59
The Missingness Atlas: What Public Data Catalogs Do Not Show,Peter Bell,2026-06-22,2026-06-29,maybe,51,web-research,openalex,https://doi.org/10.5281/zenodo.20801176,10.5281/zenodo.20801176,,2026,day,openalex,medium,2026-06-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,2026-06-23,2026-06-29 05:17:59
Breaking the Evaluation Paradox: Evaluating High-Entropy Search with Computationally Irreducible Constraints,"Juntao Wu, Wei Wen, XJ Huang, Shuai Pang, Ruizhi Qiao, Xing Sun, Ke Wang",2026-06-22,2026-06-29,maybe,50,research-adjacent; evaluation; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.22783,10.48550/arxiv.2606.22783,2606.22783,2026,day,openalex,medium,2026-06-22,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5000,False,False,,2026-06-25,2026-06-29 05:16:18
Retrieval-Augmented Generation and Multi-Agent Arbitration for Construction Code Compliance in AEC,"Hao Yin, Xichen Chen, Yang Zou, Liupengfei Wu",2026-06-22,2026-06-29,maybe,45,research-adjacent,openalex,https://doi.org/10.22260/isarc2026/0233,10.22260/isarc2026/0233,,2026,day,openalex,medium,2026-06-22,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-06-27,2026-06-29 05:17:32
Young AI Scientists in the New AI Age: Increasingly Early and Growing Dominance of Career Novelty in their Research Trajectories,"Hui Zou, Jingjing Qu, Pinlong Cai, Xiaoming Fu",2026-06-22,2026-06-29,maybe,30,research-adjacent; ai-scientist; deep-research-agents,openalex,https://doi.org/10.1007/978-981-95-9877-9_8,10.1007/978-981-95-9877-9_8,,2026,day,openalex,medium,2026-06-22,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.3000,False,False,,2026-06-24,2026-06-29 05:17:00
ACSS-PSL at #SMM4H-HeaRD 2026: An LLM-Driven Autoresearch Loop for Opioid-Impact NER,"O. Caron, Bruno Chaves Ferreira, Christophe Benavent",2026,2026-07-04,maybe,51,web-research,semantic_scholar,https://www.semanticscholar.org/paper/7522887867a6b88399228e535e5bdd45dd2609e6,10.18653/v1/2026.smm4h-1.39,,2026,year,semantic_scholar,low,2026-07-04,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.5100,False,False,,,2026-07-04 09:15:39
